annotation_id,movie,character,speech_id,text,annotation_label
859,deathly_hallows_part1,HERMIONE,311,Youve still got it.,Relationship
860,deathly_hallows_part1,HERMIONE,287,Ron! RON! ,Relationship
861,deathly_hallows_part1,HERMIONE,264,Were alone.,Informative
862,deathly_hallows_part1,HERMIONE,181,"Where is your guard, sir?",Informative
863,deathly_hallows_part1,HERMIONE,221,Shaftesbury Avenue. I used to come here to the theater with my mum and dad. Just popped into my head. I dont know why...,Relationship
864,deathly_hallows_part1,HERMIONE,351,"Harry, quickly, in my bag, theres a small bottle labeled ÃÂEssence of Dittany.",Magic
865,deathly_hallows_part1,HERMIONE,626,We need to talk.,Relationship
866,deathly_hallows_part1,HERMIONE,486,What dyou mean -- wearing it?,Mockery
867,deathly_hallows_part1,HERMIONE,228,Thatll be the books.,Informative
868,deathly_hallows_part1,HERMIONE,430,None of us do.,Relationship
869,deathly_hallows_part1,HERMIONE,661,Its in here.,Informative
870,deathly_hallows_part1,HERMIONE,489,And its exactly where You-Know- Who will expect you to go. Because it means something to you.,Storyline
871,deathly_hallows_part1,HERMIONE,663,Granger. Well... all right.,Informative
872,deathly_hallows_part1,HERMIONE,285,But was it here? Did you ever see it?,Informative
873,deathly_hallows_part1,HERMIONE,719,A Stinging Jinx.,Magic
874,deathly_hallows_part1,HERMIONE,438,Alright. The Sword of Gryffindor? Its Goblin made.,Magic
875,deathly_hallows_part1,HERMIONE,405,I dont know. It takes time. Im doing all I can.,Duty
876,deathly_hallows_part1,HERMIONE,537,For a time.,Informative
877,deathly_hallows_part1,HERMIONE,528,Harry...,Relationship
878,deathly_hallows_part1,HERMIONE,671,Its owner grew drunk with power and was murdered.,Informative
879,deathly_hallows_part1,HERMIONE,249,Obliviate.,Magic
880,deathly_hallows_part1,HERMIONE,411,Its cold. Even though its been lying against your skin for days.,Magic
881,deathly_hallows_part1,HERMIONE,601,What happened out there?,Informative
882,deathly_hallows_part1,HERMIONE,270,"Harry. I can imagine why youd want to go there, but... I dont think Bathilda Bagshot is going to",Relationship
883,deathly_hallows_part1,HERMIONE,444,"Dont you see! In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor.",Storyline
884,deathly_hallows_part1,HERMIONE,432,I dont like this place.,Danger
885,deathly_hallows_part1,HERMIONE,223,We need to change.,Danger
886,deathly_hallows_part1,HERMIONE,464,"Harry, we werent --",Relationship
887,deathly_hallows_part1,HERMIONE,554,"He loved you, Harry. I know he loved you.",Relationship
888,deathly_hallows_part1,HERMIONE,254,"We didnt celebrate your birthday, Harry. Ginny and I -- wed prepared a cake. We were going to bring it out at the end of the wedding...",Relationship
889,deathly_hallows_part1,HERMIONE,509,Harry...,Relationship
